1,
2,silver lynx
3,orange tiger
4,brown
5,sable
6,brown merle
7,brown tiger
8,lynx 
9,pink
10,lynx
11,silver 
12,black
13,lilac 
14,cream 
15,fawn
16,lilac
17,black 
18,brown 
19,silver lynx 
20,cream
21,chocolate 
22,apricot
23,red
24,seal 
25,buff
26,Breed Specific
27,chocolate
28,flame
29,white
30,yellow
31,orange
32,seal
33,blue
34,tan
35,gray
36,black tiger
37,silver
38,gray 
39,flame 
40,orange 
41,blue cream
42,blue 
