animal_id,fk_type,animal_name,fk_breed,fk_colour_1,fk_colour_2,date_of_birth
A685725,1,Sylvester,51,27,25,2008-08-11 00:00:00
A666111,1,*Jerry,51,22,25,2013-07-29 00:00:00
A691601,1,Louise,51,3,1,2014-08-31 00:00:00
A693097,1,*Niles,51,6,25,2014-07-01 00:00:00
A668234,1,Redford,51,22,25,2013-10-30 00:00:00
A692323,1,,51,27,1,2014-11-03 00:00:00
A678893,1,*Paul,51,27,25,2014-04-13 00:00:00
A691014,1,*Sprout,51,42,1,2014-09-26 00:00:00
A670270,1,Kitty Girl,51,13,25,2011-01-04 00:00:00
A668551,1,*Sinatra,48,37,1,2013-02-04 00:00:00
A680486,1,,51,23,25,2012-06-03 00:00:00
A677915,1,,51,3,1,2014-04-16 00:00:00
A680604,1,,16,42,1,2009-06-04 00:00:00
A665906,1,*Dolly,51,27,25,2012-10-24 00:00:00
A633267,1,*Felix,51,27,25,2012-03-26 00:00:00
A681162,1,,51,3,1,2014-05-29 00:00:00
A684050,1,,51,3,1,2013-07-18 00:00:00
A677536,1,,20,23,1,2014-04-05 00:00:00
A684092,1,,20,23,1,2007-07-19 00:00:00
A684924,1,,51,3,25,2014-03-02 00:00:00
A694020,1,,20,42,1,2014-08-03 00:00:00
A692148,1,Simba,51,22,25,2014-09-15 00:00:00
A679729,1,Tiger,51,42,1,2014-04-12 00:00:00
A688677,1,Zoe,51,3,1,2011-09-22 00:00:00
A687257,1,Gordita,51,42,1,2008-09-02 00:00:00
A675896,1,*Emma,16,42,1,2012-04-02 00:00:00
A673179,1,Izzy,11,24,1,2009-02-19 00:00:00
A679751,1,Arwen,51,3,1,2014-03-03 00:00:00
A661868,1,Purrsimmon,64,23,1,2006-08-26 00:00:00
A680458,1,*Wynken,51,42,1,2014-04-18 00:00:00
A672161,1,*Ava,51,42,1,2013-12-21 00:00:00
A665030,1,*Red,51,22,25,2010-10-12 00:00:00
A679695,1,*Dasher,51,13,25,2014-04-24 00:00:00
A549918,1,Jack,51,27,1,2009-06-14 00:00:00
A689075,1,,48,3,1,2012-09-29 00:00:00
A691260,1,Todd Packer,60,20,1,2014-09-01 00:00:00
A691025,1,*Livia,51,42,1,2014-09-03 00:00:00
A668749,1,*Danny,51,40,1,2011-12-08 00:00:00
A684160,1,*Rita,51,23,1,2014-06-13 00:00:00
A674685,1,Lilith,51,23,25,2013-03-16 00:00:00
A679961,1,*Grace,51,27,1,2014-04-05 00:00:00
A683257,1,,51,25,42,2014-06-08 00:00:00
A670546,1,Monster,51,13,25,2013-03-09 00:00:00
A681787,1,,51,27,1,2014-06-15 00:00:00
A681798,1,*Jordan,51,27,1,2014-04-28 00:00:00
A679629,1,Night Fury,51,27,1,2013-05-24 00:00:00
A659670,1,*Niles,51,27,25,2013-05-13 00:00:00
A654616,1,Coco,51,22,25,2013-04-15 00:00:00
A682739,1,,51,27,1,2014-06-28 00:00:00
A665257,1,Dillon,51,27,1,2013-02-16 00:00:00
A692925,1,Sace,51,23,25,2010-11-28 00:00:00
A681404,1,Khloe,51,42,1,2014-03-16 00:00:00
A668995,1,,11,42,1,2011-12-12 00:00:00
A679843,1,,51,14,1,2006-05-27 00:00:00
A686272,1,*Kit,51,27,25,2014-07-19 00:00:00
A682022,1,,51,27,25,2014-04-29 00:00:00
A679210,1,*Toffee,51,42,1,2014-05-05 00:00:00
A666242,1,Jazz,51,42,1,2013-08-22 00:00:00
A678112,1,,51,23,1,2014-05-01 00:00:00
A672538,1,,51,42,1,2013-02-12 00:00:00
A679780,1,Lory,48,3,1,2014-04-28 00:00:00
A670836,1,Kentucky,16,42,27,2013-09-14 00:00:00
A666812,1,Gwen,17,27,1,2013-01-07 00:00:00
A665714,1,Fridy Katy,20,27,25,2011-10-21 00:00:00
A655298,1,Mr.Whiskers,51,13,25,2006-05-30 00:00:00
A687739,1,Hunter,51,42,1,2009-09-09 00:00:00
A663397,1,*Sherlock,51,34,1,2013-08-11 00:00:00
A683122,1,,51,23,1,2014-05-23 00:00:00
A675940,1,,51,13,25,2014-03-30 00:00:00
A688923,1,,51,24,1,2014-09-23 00:00:00
A683128,1,,51,27,1,2014-04-30 00:00:00
A674164,1,,51,27,1,2013-03-08 00:00:00
A672766,1,,11,3,1,2013-04-16 00:00:00
A670436,1,Miss Piggy,35,27,1,2012-07-08 00:00:00
A689857,1,,51,27,1,2014-09-18 00:00:00
A676766,1,Ali,51,27,25,2012-04-14 00:00:00
A660752,1,*Zeek,51,13,25,2013-07-11 00:00:00
A676887,1,Mutt,51,27,25,2013-04-16 00:00:00
A679713,1,,48,20,1,2012-05-25 00:00:00
A687435,1,*Henry,51,27,1,2014-08-04 00:00:00
A678964,1,,51,42,1,2014-04-22 00:00:00
A665608,1,,51,42,1,2013-09-28 00:00:00
A681236,1,Zeus,51,42,1,2014-04-07 00:00:00
A674717,1,,51,27,25,2012-03-17 00:00:00
A675017,1,Toby,20,6,25,2013-03-21 00:00:00
A693746,1,Maggie,51,13,25,2012-12-13 00:00:00
A684711,1,*Wally,51,15,1,2014-06-20 00:00:00
A666939,1,Mina,11,27,1,2013-06-24 00:00:00
A668706,1,Joe,51,25,14,2013-07-07 00:00:00
A690919,1,,20,23,1,2014-10-06 00:00:00
A680376,1,*Impa,20,3,1,2014-05-11 00:00:00
A669567,1,,51,13,25,2011-12-23 00:00:00
A688140,1,,20,42,1,2014-06-15 00:00:00
A591059,1,Ally,51,27,1,2008-12-30 00:00:00
A655039,1,*Coral,51,22,25,2013-04-28 00:00:00
A666467,1,Gracie,51,22,25,2013-08-23 00:00:00
A689032,1,*Sammy,51,42,1,2014-08-21 00:00:00
A683726,1,,51,14,1,2014-07-02 00:00:00
A677789,1,Merci,1,25,40,2013-04-29 00:00:00
A691311,1,,20,3,1,2014-10-11 00:00:00
A669106,1,*Charming,51,27,1,2008-12-14 00:00:00
A688080,1,,51,6,25,2013-09-14 00:00:00
A680161,1,,51,23,1,2014-05-08 00:00:00
A692898,1,*Onyx,51,27,25,2014-08-28 00:00:00
A666088,1,*Rowen,11,14,1,2013-08-26 00:00:00
A687596,1,,48,20,1,2014-08-29 00:00:00
A667145,1,*Aqua,51,3,1,2012-11-13 00:00:00
A683705,1,Mousse,51,27,1,2014-06-08 00:00:00
A683791,1,,51,42,1,2014-03-31 00:00:00
A689417,1,*Franky,51,27,25,2014-07-28 00:00:00
A615846,1,Vela,48,37,1,2009-12-13 00:00:00
A684994,1,,51,42,1,2013-07-31 00:00:00
A678757,1,Ruby,20,3,25,2014-03-30 00:00:00
A683247,1,X,51,27,25,2014-06-24 00:00:00
A686163,1,George,51,14,1,2014-06-02 00:00:00
A665285,1,Tabby,51,3,1,2013-05-15 00:00:00
A666976,1,,51,14,1,2013-09-10 00:00:00
A672282,1,*Spiderman,51,42,1,2014-01-23 00:00:00
A679654,1,Kuppuru,51,14,1,2014-04-02 00:00:00
A678125,1,*Daenerys,51,42,1,2014-04-04 00:00:00
A690806,1,*Hailey,11,27,25,2014-09-04 00:00:00
A691024,1,*Augustus,51,14,1,2014-09-26 00:00:00
A678050,1,,51,42,1,2014-04-11 00:00:00
A661834,1,*Edward,51,14,1,2013-08-18 00:00:00
A685868,1,Sierra,51,3,1,2013-10-13 00:00:00
A684631,1,,48,7,1,2014-06-26 00:00:00
A693280,1,,51,27,1,2012-12-05 00:00:00
A683160,1,,11,23,25,2014-04-15 00:00:00
A688200,1,,51,24,25,2014-09-11 00:00:00
A681178,1,*Georgie,51,27,1,2014-05-06 00:00:00
A681939,1,*Nina,51,42,1,2014-05-16 00:00:00
A681222,1,,48,20,1,2014-03-29 00:00:00
A668575,1,Zoey Beth,51,27,25,2013-02-05 00:00:00
A689856,1,,51,23,1,2014-09-18 00:00:00
A677219,1,,51,3,1,2014-03-21 00:00:00
A682781,1,,51,25,27,2013-01-02 00:00:00
A682781,1,,51,25,27,2013-01-02 00:00:00
A677775,1,,51,14,1,2014-04-23 00:00:00
A681710,1,*Bettina,20,3,1,2014-05-01 00:00:00
A687464,1,Arya,51,27,1,2014-06-28 00:00:00
A667464,1,Cooper,48,37,1,2013-01-18 00:00:00
A660753,1,*Newton,51,27,25,2013-06-11 00:00:00
A686324,1,,51,25,27,2014-07-20 00:00:00
A680151,1,,11,13,25,2014-05-08 00:00:00
A679192,1,Tinker,20,13,25,2014-03-17 00:00:00
A680554,1,Twitter,51,13,25,2014-04-12 00:00:00
A691315,1,Coconut,51,13,25,2014-07-06 00:00:00
A678104,1,,51,14,1,2014-04-25 00:00:00
A668819,1,,51,25,23,2011-12-10 00:00:00
A671488,1,Whiskers,51,27,25,1994-01-25 00:00:00
A664238,1,,31,27,25,2013-06-01 00:00:00
A641048,1,Blacky,51,27,1,2010-11-01 00:00:00
A683524,1,,51,27,1,2013-07-11 00:00:00
A680138,1,,51,25,27,2010-05-30 00:00:00
A679308,1,*Juliet,51,3,1,2013-05-19 00:00:00
A681470,1,Sophie,20,35,25,2014-04-22 00:00:00
A692154,1,*Titus,20,22,25,2014-09-01 00:00:00
A666072,1,*Jim,51,42,1,2013-09-26 00:00:00
A681562,1,,51,3,1,2014-04-26 00:00:00
A681689,1,Tony,51,22,25,2006-06-19 00:00:00
A690051,1,,51,25,23,2014-06-13 00:00:00
A670442,1,*Charlie,51,13,25,2013-10-17 00:00:00
A683639,1,,48,20,1,2014-06-06 00:00:00
A667033,1,*Gabby,11,13,25,2011-11-11 00:00:00
A679401,1,,51,27,25,2012-05-20 00:00:00
A677441,1,*Rufus,51,14,1,2013-06-25 00:00:00
A665641,1,*Dahlia,51,3,1,2013-08-06 00:00:00
A675309,1,,51,23,25,2014-03-24 00:00:00
A686266,1,,51,3,1,2013-08-19 00:00:00
A685476,1,*Jesse,14,7,1,2013-08-08 00:00:00
A662404,1,*Cookie,51,27,1,2013-08-10 00:00:00
A688404,1,*Emmy,51,27,25,2014-08-27 00:00:00
A680399,1,*Hank,51,23,25,2014-05-04 00:00:00
A680910,1,Coco,51,3,1,2010-06-09 00:00:00
A668777,1,*Shadow,51,23,25,2011-12-09 00:00:00
A681989,1,,51,27,25,2013-06-22 00:00:00
A673917,1,*Onyx,20,27,1,2012-03-04 00:00:00
A678773,1,,51,3,1,2014-05-11 00:00:00
A681542,1,,48,20,1,2014-06-08 00:00:00
A676928,1,*Mabel,51,3,1,2014-03-17 00:00:00
A689520,1,,51,42,1,2014-06-06 00:00:00
A665900,1,*Benjamin,51,22,25,2001-10-24 00:00:00
A666078,1,Gillian,51,27,1,2013-08-11 00:00:00
A686975,1,,51,27,1,2014-06-29 00:00:00
A679777,1,*Mozart,51,27,25,2014-04-28 00:00:00
A693676,1,,51,23,1,2013-09-12 00:00:00
A690361,1,,20,13,25,2011-10-19 00:00:00
A681173,1,*Jules,11,14,1,2014-04-25 00:00:00
A673601,1,,51,35,25,2012-02-27 00:00:00
A666214,1,,48,20,1,2013-07-28 00:00:00
A683857,1,Katie,51,25,42,2002-07-16 00:00:00
A686092,1,Oliver,51,22,25,2014-03-16 00:00:00
A677107,1,,51,23,1,2014-04-17 00:00:00
A677398,1,*Cookie,51,42,1,2014-03-09 00:00:00
A681363,1,,51,14,1,2004-06-15 00:00:00
A690935,1,,51,6,25,2014-10-06 00:00:00
A679352,1,*Bobby,14,7,1,2014-02-19 00:00:00
A689904,1,*Larry,51,27,1,2014-08-27 00:00:00
A669445,1,,51,14,1,2011-12-21 00:00:00
A682943,1,Yoshi,48,18,1,2014-05-05 00:00:00
A666745,1,,51,42,1,2012-11-06 00:00:00
A678327,1,Lucy,11,3,1,2001-05-07 00:00:00
A688330,1,*Mia,51,23,25,2014-07-23 00:00:00
A692174,1,*Hannah,51,3,1,2014-10-08 00:00:00
A687752,1,Rocky,51,13,25,2014-06-29 00:00:00
A689463,1,,51,13,25,2013-10-04 00:00:00
A689562,1,*Sheldon,51,13,25,2014-08-30 00:00:00
A683127,1,,51,13,25,2014-03-31 00:00:00
A678725,1,,51,23,1,2014-04-20 00:00:00
A683788,1,,20,40,1,2014-03-31 00:00:00
A680122,1,Khaleesi,48,18,1,2014-03-23 00:00:00
A678488,1,,51,42,1,2014-04-17 00:00:00
A655043,1,*Olive,51,22,25,2013-04-28 00:00:00
A679015,1,*Eli,51,23,1,2014-05-08 00:00:00
A678670,1,Chiquita,51,42,1,2014-05-21 00:00:00
A685580,1,,51,27,1,2014-07-18 00:00:00
A673977,1,*Sophie,51,27,25,2013-07-05 00:00:00
A666186,1,,51,3,1,2011-10-28 00:00:00
A680170,1,*Lily,48,37,1,2010-05-30 00:00:00
A679144,1,Makarov,51,23,1,2012-11-17 00:00:00
A689852,1,,51,42,1,2014-10-03 00:00:00
A686088,1,*Wilson,20,14,1,2014-06-01 00:00:00
A681519,1,*Macon,51,42,1,2014-05-01 00:00:00
A669212,1,,51,13,25,2013-08-17 00:00:00
A678755,1,*George,20,13,25,2014-03-30 00:00:00
A687212,1,*Chestnut,20,42,1,2014-08-02 00:00:00
A688658,1,,51,6,25,2014-08-03 00:00:00
A688544,1,*Emma,51,13,25,2014-08-05 00:00:00
A684873,1,Diego,51,14,1,2011-07-29 00:00:00
A664193,1,*Carrie,51,42,1,2013-08-08 00:00:00
A677658,1,,51,13,25,2013-12-27 00:00:00
A676720,1,,51,14,1,2013-04-14 00:00:00
A676760,1,,51,13,25,2014-03-23 00:00:00
A693001,1,Pumpkin,51,3,1,2013-11-29 00:00:00
A688541,1,*Elaine,51,6,25,2014-08-05 00:00:00
A691883,1,,51,14,1,2014-09-11 00:00:00
A691873,1,*Payne,51,42,1,2014-10-12 00:00:00
A677790,1,,51,25,23,2014-04-15 00:00:00
A673935,1,,51,14,1,2012-03-04 00:00:00
A690386,1,,20,13,25,2014-06-19 00:00:00
A686579,1,,51,25,23,2014-06-01 00:00:00
A670616,1,Laurel,48,20,1,1998-01-11 00:00:00
A682633,1,Rooster,51,14,1,2014-04-30 00:00:00
A693288,1,,51,13,25,2014-09-28 00:00:00
A681242,1,,51,3,1,2014-05-23 00:00:00
A663975,1,Cole,51,27,25,2013-07-27 00:00:00
A665676,1,,51,27,1,2013-10-18 00:00:00
A688204,1,*Thunder,64,23,1,2014-07-29 00:00:00
A681346,1,*Jon Snow,51,42,1,2014-03-24 00:00:00
A657136,1,*George,51,42,1,2013-05-08 00:00:00
A684825,1,*Carl,51,27,25,2014-06-29 00:00:00
A668548,1,*Tiger,20,42,1,2011-12-04 00:00:00
A667338,1,*Peony,51,3,25,2013-09-16 00:00:00
A666962,1,,51,13,25,2012-11-10 00:00:00
A594295,1,Dawn,51,27,25,2011-02-04 00:00:00
A687281,1,,51,24,1,2014-08-02 00:00:00
A693413,1,,51,42,1,2009-12-07 00:00:00
A688300,1,,51,13,25,2013-11-17 00:00:00
A674780,1,,51,3,1,2013-03-18 00:00:00
A692459,1,,51,24,1,2012-11-20 00:00:00
A661831,1,*Evie,11,3,1,2013-08-18 00:00:00
A676012,1,Isis,51,14,1,2005-04-03 00:00:00
A682481,1,,51,27,1,2014-06-27 00:00:00
A665189,1,,11,27,25,2013-09-08 00:00:00
A693301,1,,51,14,1,2014-02-15 00:00:00
A679970,1,,51,42,1,2014-03-28 00:00:00
A690558,1,*Nib,51,13,25,2014-09-22 00:00:00
A680632,1,,20,35,25,2014-03-28 00:00:00
A670146,1,*Edith,51,3,1,2013-01-02 00:00:00
A684923,1,,51,22,25,2014-03-02 00:00:00
A688467,1,*Dawn,51,35,25,2014-08-12 00:00:00
A688903,1,*Henry,51,42,1,2008-09-26 00:00:00
A672429,1,Thaktar,48,20,1,2002-02-10 00:00:00
A674276,1,*Mustard,51,13,25,2013-07-10 00:00:00
A689851,1,,51,3,1,2014-10-03 00:00:00
A693888,1,,48,7,1,2012-12-16 00:00:00
A692152,1,*Richardson,51,42,1,2006-11-15 00:00:00
A684826,1,*Daryl,51,27,25,2014-06-29 00:00:00
A282897,1,Toby,51,30,25,2001-10-08 00:00:00
A684185,1,*Celeste,51,23,1,2014-06-20 00:00:00
A680471,1,*Adorable,11,23,1,2014-05-04 00:00:00
A679907,1,Oliver,51,22,25,2014-03-28 00:00:00
A679728,1,Jojo,51,25,1,2011-05-25 00:00:00
A678493,1,,48,3,1,2014-04-17 00:00:00
A687074,1,*Mabel,20,27,1,2014-07-08 00:00:00
A690461,1,,51,27,1,2014-10-06 00:00:00
A693224,1,,51,22,25,2013-12-04 00:00:00
A691631,1,,51,3,1,2014-10-11 00:00:00
A677467,1,*Pepper,51,42,1,2014-03-25 00:00:00
A684659,1,,51,3,1,2014-04-26 00:00:00
A683189,1,,14,7,1,2014-06-17 00:00:00
A676867,1,Nali,51,3,1,2014-03-06 00:00:00
A628571,1,Braille,51,24,1,2012-04-24 00:00:00
A679232,1,Simba,51,14,1,2010-05-17 00:00:00
A689768,1,,51,14,1,2014-09-17 00:00:00
A664441,1,Wyatts,51,3,1,2013-08-12 00:00:00
A689838,1,,20,42,1,2014-09-18 00:00:00
A690089,1,,51,27,25,2013-10-14 00:00:00
A692994,1,Layla,11,27,1,2010-11-29 00:00:00
A671673,1,,51,23,1,2012-01-29 00:00:00
A685851,1,,51,14,1,2013-08-13 00:00:00
A667345,1,*Cassie,11,27,25,2013-08-25 00:00:00
A677051,1,,51,27,1,2014-02-18 00:00:00
A680095,1,,51,27,1,2014-04-29 00:00:00
A681259,1,,51,27,25,2014-05-23 00:00:00
A692585,1,,20,14,1,2014-09-23 00:00:00
A683817,1,Marvin,51,22,25,2014-03-15 00:00:00
A668822,1,,51,27,1,2013-07-10 00:00:00
A658546,1,*Noodle,51,42,1,2013-06-11 00:00:00
A680966,1,*Mary,51,22,25,2013-06-10 00:00:00
A681677,1,,51,40,1,2012-06-19 00:00:00
A676758,1,,51,27,1,2013-04-14 00:00:00
A672841,1,Camilla,20,3,1,1994-02-17 00:00:00
A686189,1,,51,13,25,2014-08-03 00:00:00
A666819,1,Stripe,17,27,1,2013-09-07 00:00:00
A684691,1,,51,25,42,2014-07-19 00:00:00
A666817,1,Mittens,51,27,1,2013-09-07 00:00:00
A691664,1,*Lizzie,51,3,1,2014-03-07 00:00:00
A688752,1,,11,3,1,2014-09-01 00:00:00
A685617,1,,51,42,1,2014-07-02 00:00:00
A688832,1,,51,27,1,2013-09-24 00:00:00
A670592,1,*Hammy,51,23,1,2013-10-10 00:00:00
A670992,1,,51,27,1,2011-01-17 00:00:00
A678991,1,,20,27,1,2014-05-11 00:00:00
A676255,1,,51,25,42,2014-04-04 00:00:00
A676228,1,Emma,51,25,1,2012-04-06 00:00:00
A672792,1,,51,42,1,2011-02-17 00:00:00
A667167,1,,20,14,1,2011-11-13 00:00:00
A661129,1,*Zan,51,27,1,2013-07-15 00:00:00
A688523,1,*Basil,51,3,1,2013-09-20 00:00:00
A687691,1,,51,27,1,2014-09-06 00:00:00
A665259,1,,51,25,27,2013-09-23 00:00:00
A666361,1,,20,3,1,2012-12-30 00:00:00
A669511,1,,51,42,1,2013-08-21 00:00:00
A670632,1,,20,13,27,2013-01-11 00:00:00
A691094,1,,51,3,1,2014-09-14 00:00:00
A664444,1,*Tudor,51,6,25,2013-08-12 00:00:00
A687645,1,,51,42,1,2014-08-24 00:00:00
A676077,1,Bettie Page,51,13,25,2004-04-04 00:00:00
A684541,1,Ryuuko,51,14,1,2014-06-19 00:00:00
A677599,1,Oliver,51,14,1,2014-03-29 00:00:00
A681723,1,,51,13,25,2014-05-19 00:00:00
A680410,1,Jack,48,7,1,2014-04-10 00:00:00
A678519,1,*Lily,51,3,1,2014-04-11 00:00:00
A681874,1,,51,27,1,2014-04-21 00:00:00
A688383,1,Eve,51,27,25,2014-08-11 00:00:00
A677322,1,*Luna Belle,51,23,1,2013-04-23 00:00:00
A676608,1,Jack,51,42,1,2011-04-12 00:00:00
A664749,1,*Andante,51,27,1,2013-08-26 00:00:00
A681545,1,,51,6,25,2014-05-18 00:00:00
A690724,1,Nikita,11,27,25,2014-09-02 00:00:00
A684539,1,Toothless,51,27,1,2014-06-19 00:00:00
A683236,1,X,51,24,1,2013-07-08 00:00:00
A684625,1,Loki,51,42,1,2014-06-12 00:00:00
A684828,1,,51,35,25,2014-03-14 00:00:00
A677074,1,,51,22,25,2014-01-08 00:00:00
A692189,1,,20,14,1,2008-11-16 00:00:00
A688550,1,Oscar,51,27,25,2014-08-20 00:00:00
A683706,1,*Gloria,11,27,25,2014-06-08 00:00:00
A688877,1,,51,3,1,2014-03-25 00:00:00
A692352,1,*Ember,51,3,1,2014-05-18 00:00:00
A670857,1,*Cliff,51,27,25,2013-09-30 00:00:00
A687666,1,,51,35,25,2014-06-01 00:00:00
A664001,1,*Albert,51,23,1,2013-04-27 00:00:00
A667766,1,Sylvester,51,25,27,2012-11-22 00:00:00
A665644,1,,51,3,1,2013-09-21 00:00:00
A662400,1,*Brownie,51,42,1,2013-08-10 00:00:00
A678583,1,,51,25,14,2012-05-10 00:00:00
A667082,1,,51,3,1,2010-11-12 00:00:00
A686118,1,*Ingrid,51,27,25,2014-07-16 00:00:00
A682040,1,*Samantha,51,13,25,2010-12-23 00:00:00
A678834,1,,51,13,25,2014-05-10 00:00:00
A692085,1,,11,27,1,2013-11-14 00:00:00
A667584,1,,20,22,25,2010-11-20 00:00:00
A687037,1,*Oscar,51,14,1,2001-08-30 00:00:00
A669786,1,Emily,51,25,23,2002-12-27 00:00:00
A608029,1,Mommas,51,13,25,2011-05-25 00:00:00
A677199,1,,51,13,25,2005-04-21 00:00:00
A666813,1,Tj,17,27,1,2013-01-07 00:00:00
A680349,1,Charlie,20,14,1,2014-04-25 00:00:00
A667074,1,Cassie,51,42,1,2008-11-12 00:00:00
A687145,1,,51,23,1,2014-06-16 00:00:00
A681432,1,*Willow,51,42,1,2014-04-09 00:00:00
A690582,1,*Truman,51,14,1,2014-06-22 00:00:00
A678196,1,Baby,11,3,14,2013-05-05 00:00:00
A682220,1,*Tango,51,23,1,2014-05-18 00:00:00
A688231,1,,51,27,1,2013-09-16 00:00:00
A667447,1,*Violet,20,23,1,2013-06-18 00:00:00
A678824,1,,51,13,25,2012-05-13 00:00:00
A655040,1,*Blaze,51,22,25,2013-04-28 00:00:00
A670379,1,Curlytail,11,27,25,2007-01-07 00:00:00
A673990,1,,51,27,1,2013-10-14 00:00:00
A692800,1,,51,13,25,2013-11-25 00:00:00
A680044,1,*Thelma,51,42,1,2014-04-14 00:00:00
A690628,1,,51,42,1,2014-10-08 00:00:00
A680241,1,*Georgia,51,3,25,2014-04-16 00:00:00
A675863,1,Tyrus,51,27,1,2014-02-24 00:00:00
A678052,1,,51,3,1,2014-04-11 00:00:00
A692116,1,,11,3,1,2014-07-14 00:00:00
A664212,1,*Charlie,11,23,1,2013-08-30 00:00:00
A681345,1,*Bran,51,6,25,2014-03-24 00:00:00
A690639,1,,11,3,1,2014-08-16 00:00:00
A678702,1,*Junebug,51,27,1,2014-03-23 00:00:00
A688747,1,,51,42,1,2014-09-01 00:00:00
A679935,1,Corey,14,32,25,2014-03-28 00:00:00
A686329,1,,51,27,25,2014-07-20 00:00:00
A684869,1,,51,42,1,2014-07-07 00:00:00
A684497,1,,51,42,1,2014-04-24 00:00:00
A675341,1,*Jasper,51,22,25,2013-12-11 00:00:00
A680705,1,,51,27,25,2014-05-28 00:00:00
A681137,1,,51,40,27,2014-06-01 00:00:00
A669144,1,*Russell,11,23,1,2012-12-15 00:00:00
A688713,1,,4,7,1,2014-07-22 00:00:00
A688044,1,*Jenny,11,27,25,2014-08-13 00:00:00
A668217,1,,51,23,25,2013-09-30 00:00:00
A691285,1,*Pinto,51,27,1,2014-09-25 00:00:00
A665099,1,,51,27,25,2013-06-13 00:00:00
A676275,1,,51,23,1,2014-04-01 00:00:00
A680114,1,,20,13,25,2012-05-30 00:00:00
A680537,1,Ajax,51,23,25,2014-05-20 00:00:00
A685065,1,Sodapop,51,13,25,2014-06-04 00:00:00
A683785,1,Rick,51,27,1,2014-06-02 00:00:00
A684362,1,Bella,48,3,1,2014-05-26 00:00:00
A678228,1,,51,13,25,2014-04-11 00:00:00
A666944,1,,20,27,1,2013-10-09 00:00:00
A679437,1,Princess,51,3,1,2013-05-21 00:00:00
A688596,1,,51,3,1,2014-06-21 00:00:00
A678454,1,*Jackson,51,27,1,2014-04-02 00:00:00
A635201,1,Kiki,51,27,1,2010-08-20 00:00:00
A674373,1,Sasha,20,23,25,2010-03-12 00:00:00
A683420,1,*Smokey,51,27,1,2012-07-10 00:00:00
A678957,1,Sparks,51,24,1,2014-04-22 00:00:00
A666014,1,,51,27,1,2013-10-22 00:00:00
A682281,1,*Tilly,51,42,1,2014-04-19 00:00:00
A672587,1,,21,3,1,2012-02-13 00:00:00
A691559,1,Tigey Sue,51,13,25,2002-11-06 00:00:00
A686551,1,,51,14,1,2014-08-20 00:00:00
A682199,1,*Paul,20,23,1,2014-04-18 00:00:00
A676795,1,,51,40,1,2014-04-12 00:00:00
A686880,1,,51,27,25,2014-08-24 00:00:00
A683795,1,,51,14,1,2014-06-23 00:00:00
A682329,1,,51,23,1,2013-06-26 00:00:00
A669189,1,Milo,20,24,1,2013-02-16 00:00:00
A674175,1,Oliver,51,14,1,2009-03-08 00:00:00
A676351,1,,51,23,25,2011-04-08 00:00:00
A658836,1,Princess,11,6,25,2000-07-16 00:00:00
A662863,1,Lacy,51,27,25,2005-09-09 00:00:00
A677076,1,Purrsie,51,3,25,2014-01-08 00:00:00
A659352,1,*Magic,51,27,1,2012-07-23 00:00:00
A687057,1,,51,3,1,2014-03-30 00:00:00
A675331,1,,51,3,1,2013-06-26 00:00:00
A681421,1,*Milo,51,22,25,2014-04-22 00:00:00
A668413,1,,51,6,25,2013-09-03 00:00:00
A673387,1,Alex,51,13,25,2013-09-23 00:00:00
A662258,1,,20,27,25,2013-07-24 00:00:00
A684007,1,Goldie,51,14,25,2008-07-18 00:00:00
A666444,1,August,51,3,1,2002-11-01 00:00:00
A693032,1,Hiddles,20,22,25,2004-11-30 00:00:00
A670624,1,,51,25,27,2013-08-11 00:00:00
A689647,1,*Mabel,51,25,42,2014-08-07 00:00:00
A656752,1,*Hava,51,14,1,2013-05-03 00:00:00
A691738,1,Vanilla,51,35,25,2014-05-09 00:00:00
A686124,1,,51,42,1,2014-07-25 00:00:00
A688759,1,,51,27,25,2014-09-13 00:00:00
A686873,1,*Moon,51,27,1,2014-06-28 00:00:00
A682627,1,Cayden,11,27,1,2007-06-30 00:00:00
A680625,1,*Jake,51,42,1,2014-04-04 00:00:00
A689679,1,*Henny,51,3,1,2014-08-26 00:00:00
A675077,1,*Bojangles,51,13,25,2005-03-22 00:00:00
A664517,1,Cheddar,51,24,1,2013-06-19 00:00:00
A673247,1,,51,13,25,2013-04-20 00:00:00
A687005,1,,51,3,1,2011-08-30 00:00:00
A675348,1,,51,13,25,2014-03-24 00:00:00
A684784,1,Morticia,51,27,1,2014-06-06 00:00:00
A684542,1,*Alonzo,51,14,1,2014-06-19 00:00:00
A678203,1,Chin-Chin,51,27,25,2013-08-05 00:00:00
A669995,1,Ferguson,11,25,23,2013-08-31 00:00:00
A683294,1,,51,13,25,2014-03-28 00:00:00
A682427,1,,51,42,1,2014-04-21 00:00:00
A661696,1,,51,42,1,2013-07-16 00:00:00
A665552,1,Atticus,51,27,25,2006-10-19 00:00:00
A694056,1,,20,42,1,2013-12-19 00:00:00
A678860,1,Stormy 2,14,31,25,2014-04-06 00:00:00
A666559,1,*Shelby,51,27,25,2008-11-04 00:00:00
A681436,1,*Cedar,51,24,1,2014-04-09 00:00:00
A611690,1,Jack,51,23,1,2011-09-11 00:00:00
A678122,1,*Jon,51,27,1,2014-04-04 00:00:00
A666714,1,*Franka,51,42,1,2013-09-30 00:00:00
A692472,1,,51,42,1,2014-09-06 00:00:00
A667813,1,*Joc,51,27,1,2013-08-23 00:00:00
