animal_id,fk_type,animal_name,fk_breed,fk_colour_1,fk_colour_2,date_of_birth
A702970,1,*Barbie,51,20,1,2015-04-27 00:00:00
A728659,1,Cashew,51,42,1,2016-05-10 00:00:00
A733882,1,,51,42,1,2016-08-13 00:00:00
A729216,1,*Grasshopper,51,14,1,2016-05-14 00:00:00
A734153,1,*Tulip,20,27,1,2016-07-18 00:00:00
A752279,1,,51,3,1,2017-05-05 00:00:00
A702734,1,Pearl,48,18,1,2015-04-17 00:00:00
A759384,1,,51,27,1,2017-07-27 00:00:00
A748736,1,*Wink,51,27,1,2016-05-06 00:00:00
A715362,1,,51,42,1,2015-07-04 00:00:00
A735380,1,*Rachel,51,27,1,2016-01-23 00:00:00
A704990,1,*Kiara,51,13,25,2015-05-17 00:00:00
A762174,1,,20,3,1,2016-11-15 00:00:00
A704118,1,*Marshall,51,22,25,2015-04-24 00:00:00
A725163,1,,51,27,25,2016-04-20 00:00:00
A745698,1,,51,27,1,2017-03-15 00:00:00
A714085,1,Kovu,51,42,1,2015-04-17 00:00:00
A704006,1,*Button,51,14,1,2015-05-01 00:00:00
A747657,1,Kitty,51,23,1,2016-04-23 00:00:00
A711484,1,,11,23,1,2013-09-07 00:00:00
A730579,1,,51,25,42,2016-06-23 00:00:00
A732644,1,,51,35,25,2015-08-11 00:00:00
A713811,1,,48,20,1,2015-08-21 00:00:00
A753008,1,*Celina,51,27,1,2017-05-04 00:00:00
A716877,1,Blue,51,23,1,2015-06-27 00:00:00
A735412,1,*Vivi,51,27,1,2013-10-10 00:00:00
A762167,1,,51,3,1,2017-09-15 00:00:00
A734762,1,*Darla,51,3,1,2016-08-15 00:00:00
A740327,1,Maggie,51,42,1,2016-06-15 00:00:00
A737206,1,Icabod,51,14,1,2014-10-23 00:00:00
A762284,1,,20,27,25,2017-07-02 00:00:00
A715752,1,*Jenni,51,42,1,2015-09-24 00:00:00
A628628,1,Nala,51,3,1,2012-03-30 00:00:00
A744512,1,Zz,51,23,1,2016-03-02 00:00:00
A726187,1,,51,3,1,2016-04-15 00:00:00
A658729,1,Alistair,51,13,25,2011-07-14 00:00:00
A751584,1,,51,13,25,2017-04-24 00:00:00
A760693,1,Blue,51,22,25,2017-09-15 00:00:00
A712199,1,,51,3,1,2015-08-14 00:00:00
A752728,1,*Topaz,51,27,1,2017-05-15 00:00:00
A760207,1,*Wilma,11,25,23,2017-09-14 00:00:00
A744660,1,,51,3,1,2017-01-05 00:00:00
A714301,1,Simba,20,13,25,2015-05-21 00:00:00
A735749,1,,51,27,1,2015-12-29 00:00:00
A731570,1,,51,23,25,2014-07-24 00:00:00
A750388,1,Maynard,51,42,1,2015-05-26 00:00:00
A703887,1,*Dixie,51,3,1,2015-05-08 00:00:00
A741308,1,,51,27,25,2015-12-30 00:00:00
A757493,1,*Bentley,31,25,14,2017-07-27 00:00:00
A717052,1,Sebastian,48,20,1,2012-12-01 00:00:00
A711202,1,,51,27,25,2015-04-18 00:00:00
A754609,1,*Bella,51,3,1,2017-05-26 00:00:00
A710193,1,Maggie,51,3,1,2007-08-19 00:00:00
A730690,1,,51,25,1,2016-06-08 00:00:00
A705101,1,*Heidi,51,6,25,2015-05-06 00:00:00
A750672,1,*Mr Meowgi,51,27,1,2017-04-30 00:00:00
A751769,1,Ravi,51,27,1,2017-04-01 00:00:00
A708344,1,*Jennifer,51,23,1,2015-05-11 00:00:00
A711324,1,,51,23,1,2015-09-01 00:00:00
A758699,1,,51,23,1,2017-08-29 00:00:00
A760165,1,,31,40,40,2017-10-06 00:00:00
A752651,1,Rain,48,25,1,2017-05-25 00:00:00
A720299,1,Fuzzbox,51,6,25,2015-08-06 00:00:00
A721771,1,,51,27,1,2016-03-01 00:00:00
A717866,1,,51,3,1,2013-12-16 00:00:00
A707087,1,,51,23,1,2000-07-07 00:00:00
A705583,1,,51,27,1,2015-05-12 00:00:00
A763364,1,,51,40,1,2017-12-01 00:00:00
A714783,1,,51,22,25,2013-10-27 00:00:00
A734849,1,*Dante,51,13,25,2016-04-01 00:00:00
A732194,1,,51,23,1,2016-02-03 00:00:00
A674944,1,Kiki,51,3,1,2007-03-20 00:00:00
A734163,1,*Ash,20,14,1,2016-07-18 00:00:00
A710528,1,,51,42,1,2015-03-24 00:00:00
A715036,1,,51,23,25,2014-10-30 00:00:00
A713898,1,,51,3,1,2015-09-22 00:00:00
A733565,1,,51,23,25,2016-08-08 00:00:00
A711827,1,*Baron,51,42,1,2015-08-08 00:00:00
A756992,1,Larry,51,14,1,2017-06-13 00:00:00
A750849,1,Tom,51,42,1,2000-06-01 00:00:00
A705456,1,,51,3,1,2015-02-17 00:00:00
A704995,1,*Ken,51,42,1,2015-05-17 00:00:00
A551669,1,Salem,51,27,1,2007-08-17 00:00:00
A750327,1,*Elk,51,42,1,2017-04-26 00:00:00
A706712,1,*Eleanor,51,27,25,2012-10-07 00:00:00
A760694,1,Pinky,51,3,1,2017-09-15 00:00:00
A725242,1,,20,4,25,2016-03-27 00:00:00
A763582,1,Panther,51,27,27,2017-06-11 00:00:00
A706630,1,Patches,51,42,1,2014-07-01 00:00:00
A726398,1,Garrus,20,27,1,2016-03-10 00:00:00
A752908,1,*Chanceyboy,51,23,25,2007-06-29 00:00:00
A713631,1,,51,23,1,2015-09-26 00:00:00
A725396,1,Daisy,51,3,1,2015-04-28 00:00:00
A743457,1,*Radish,51,27,25,2016-09-10 00:00:00
A709233,1,,51,25,27,2014-08-06 00:00:00
A750675,1,*Tortellini,51,42,1,2017-04-26 00:00:00
A761868,1,,51,25,27,2017-09-10 00:00:00
A727236,1,,51,27,1,2016-05-13 00:00:00
A721320,1,Linus,16,42,1,2009-07-07 00:00:00
A716344,1,,51,25,14,2013-11-18 00:00:00
A750595,1,Mister Kitty,20,27,1,2007-05-29 00:00:00
A760797,1,,51,40,25,2016-10-24 00:00:00
A647968,1,*Ajax,51,13,25,2011-08-18 00:00:00
A704716,1,*Sophia,51,27,25,2015-05-14 00:00:00
A737198,1,,51,35,25,2016-04-23 00:00:00
A760203,1,*Winnie,11,25,23,2017-09-14 00:00:00
A715186,1,Sunny,51,14,1,2015-09-01 00:00:00
A736516,1,Blue,51,13,25,2016-08-28 00:00:00
A732117,1,,51,3,1,2016-07-18 00:00:00
A705669,1,*Beauregard,51,23,1,2015-04-20 00:00:00
A708885,1,,51,25,42,2015-07-10 00:00:00
A726214,1,,51,3,1,2016-04-16 00:00:00
A738649,1,*Harrison,51,27,25,2016-11-19 00:00:00
A702465,1,*Jonny Cat,51,27,25,2015-04-02 00:00:00
A728547,1,*Cat,51,30,25,2016-04-20 00:00:00
A706087,1,,51,23,1,2015-05-17 00:00:00
A558182,1,*Mc,11,27,1,2009-07-31 00:00:00
A755613,1,,51,24,1,2017-05-06 00:00:00
A710073,1,*Harris,51,27,25,2015-06-17 00:00:00
A702647,1,*Borris,51,23,1,2015-04-13 00:00:00
A699379,1,Princess,51,27,1,2003-03-26 00:00:00
A759958,1,*Ting,20,42,1,2017-06-11 00:00:00
A710170,1,,51,20,1,2015-07-30 00:00:00
A746875,1,,51,3,1,2015-04-10 00:00:00
A723595,1,,51,25,1,2016-03-19 00:00:00
A705258,1,,51,13,25,2015-04-15 00:00:00
A716569,1,,51,27,25,2014-11-21 00:00:00
A710283,1,Meredith,51,22,25,2015-06-27 00:00:00
A714617,1,*Halloween,51,3,1,2015-09-26 00:00:00
A706850,1,,51,27,1,2015-06-12 00:00:00
A712586,1,*Engelbert,51,35,25,2015-09-09 00:00:00
A757583,1,*Etta,51,3,34,2017-08-04 00:00:00
A727741,1,*Bonnie,51,42,1,2016-05-03 00:00:00
A741166,1,Peanut,51,22,25,2011-04-01 00:00:00
A743450,1,Lola,51,3,1,1999-02-20 00:00:00
A710565,1,*Ora Lee,51,27,25,2015-08-24 00:00:00
A729252,1,Silver,51,27,25,2016-04-15 00:00:00
A702822,1,Gandalf,51,23,1,2007-05-18 00:00:00
A740082,1,,51,25,42,2015-12-10 00:00:00
A726280,1,*Chezz,51,22,25,2016-04-06 00:00:00
A741629,1,,20,3,1,2016-01-05 00:00:00
A711072,1,Luigi,51,25,27,2015-06-01 00:00:00
A724500,1,,51,27,25,2016-04-03 00:00:00
A700462,1,*Bob,51,27,25,2015-03-23 00:00:00
A724895,1,,51,3,42,2015-04-22 00:00:00
A723900,1,Patches,51,3,1,2013-04-08 00:00:00
A708305,1,,51,13,25,2014-07-25 00:00:00
A750892,1,,51,42,1,2017-05-01 00:00:00
A734285,1,,51,27,1,2016-08-23 00:00:00
A731630,1,,51,14,1,2015-07-25 00:00:00
A742180,1,Tho-1,51,27,1,2002-01-17 00:00:00
A715351,1,Olivia,51,14,1,2015-09-06 00:00:00
A715192,1,Paco,20,27,25,2009-10-01 00:00:00
A747288,1,,51,27,1,2016-04-17 00:00:00
A728358,1,Eve,51,27,25,2016-05-03 00:00:00
A751037,1,*Snowflake,51,25,27,2017-05-03 00:00:00
A718156,1,*Thackeray,11,23,1,2013-12-22 00:00:00
A714630,1,,51,27,1,2013-10-26 00:00:00
A706764,1,*Alan,51,22,25,2010-07-03 00:00:00
A753540,1,*Benny,51,42,1,2017-06-14 00:00:00
A713896,1,,48,25,1,2015-09-22 00:00:00
A736008,1,*Kotetsu,51,23,25,2016-08-31 00:00:00
A706985,1,Melanie,51,27,25,2015-03-06 00:00:00
A702797,1,*Butters,51,42,1,2015-05-17 00:00:00
A703060,1,,20,3,1,2012-05-20 00:00:00
A749815,1,,20,27,1,2017-04-20 00:00:00
A728009,1,Bella,51,23,1,2016-04-14 00:00:00
A752378,1,*Luna,51,3,1,2017-05-15 00:00:00
A751799,1,,51,27,25,2017-06-12 00:00:00
A741516,1,*Higgins,51,2,25,2016-01-03 00:00:00
A703155,1,,51,3,25,2014-07-21 00:00:00
A739348,1,,51,23,1,2016-10-01 00:00:00
A719859,1,,51,20,1,2011-01-29 00:00:00
A750450,1,*Cream Puff,51,24,25,2017-04-24 00:00:00
A752937,1,*Cindy,51,27,25,2017-05-04 00:00:00
A708082,1,,51,42,1,2015-06-30 00:00:00
A741076,1,,20,14,1,2016-06-27 00:00:00
A756291,1,*Delia,51,42,1,2017-06-17 00:00:00
A759252,1,,51,3,25,2017-07-29 00:00:00
A704207,1,,51,27,1,2015-05-18 00:00:00
A752094,1,*Provence,51,25,42,2017-04-02 00:00:00
A752238,1,,51,27,1,2007-06-20 00:00:00
A735297,1,Dancey Girl,51,23,1,2013-09-25 00:00:00
A685146,1,Mina,11,13,25,2014-07-07 00:00:00
A701793,1,,48,31,25,2015-04-12 00:00:00
A749803,1,Shifonet,51,27,1,2012-09-19 00:00:00
A744424,1,*Lily,51,3,1,2016-02-28 00:00:00
A729942,1,Nefertiti,51,13,25,2013-06-26 00:00:00
A710658,1,,51,25,1,2014-12-25 00:00:00
A758048,1,*Billie,51,25,27,2017-08-19 00:00:00
A711889,1,,51,23,25,2015-08-22 00:00:00
A728281,1,,51,42,1,2006-06-01 00:00:00
A734746,1,,51,22,25,2016-08-28 00:00:00
A715138,1,*Miki,20,3,1,2013-10-31 00:00:00
A702162,1,*Falcon,51,14,1,2015-04-22 00:00:00
A728055,1,Baby,51,27,1,2016-03-15 00:00:00
A727650,1,,51,42,1,2016-04-24 00:00:00
A757841,1,*Winkin,31,27,25,2017-03-07 00:00:00
A741110,1,*Emma,51,42,1,2016-11-13 00:00:00
A706012,1,,20,23,1,2015-06-01 00:00:00
A761812,1,Katelynn,51,14,25,2007-11-10 00:00:00
A746276,1,,51,27,1,2017-03-28 00:00:00
A724472,1,,51,42,1,2016-04-11 00:00:00
A733560,1,*Queso,51,22,25,2016-07-24 00:00:00
A712668,1,Ninja,51,27,25,2010-09-26 00:00:00
A748197,1,,51,25,1,2017-04-09 00:00:00
A715551,1,Chiva,51,27,1,2014-11-05 00:00:00
A735663,1,*Marco,51,27,25,2016-08-22 00:00:00
A716452,1,,51,27,25,2013-11-19 00:00:00
A739203,1,,20,42,1,2016-10-30 00:00:00
A718929,1,Minnie,51,6,14,2011-01-09 00:00:00
A725654,1,*Dolorosa,51,27,25,2015-05-01 00:00:00
A759818,1,*Saint,51,13,25,2017-09-07 00:00:00
A716419,1,Kit Kit,51,3,1,2013-11-19 00:00:00
A739423,1,Duckie,51,3,1,2011-12-02 00:00:00
A703301,1,,51,27,25,2015-04-16 00:00:00
A740431,1,Sportyspice,51,3,1,2016-10-02 00:00:00
A736341,1,*Kate,51,13,25,2016-09-02 00:00:00
A744761,1,*Norbert,20,27,1,2016-03-07 00:00:00
A728180,1,*Walter,51,25,27,2016-04-16 00:00:00
A737326,1,,20,27,1,2014-10-25 00:00:00
A718411,1,,51,6,25,2015-08-29 00:00:00
A722557,1,,51,22,25,2015-11-18 00:00:00
A750889,1,*Siena,51,23,1,2017-05-01 00:00:00
A740041,1,,51,23,1,2016-11-18 00:00:00
A705782,1,*Gorobei,51,25,42,2015-06-06 00:00:00
A713667,1,,51,14,1,2015-09-22 00:00:00
A706868,1,,51,14,1,2015-06-04 00:00:00
A700137,1,,51,42,1,2015-03-17 00:00:00
A713300,1,,51,27,1,2015-09-05 00:00:00
A711042,1,Beauty,48,3,1,2010-09-01 00:00:00
A714080,1,*Brent,51,14,1,2015-09-10 00:00:00
A746236,1,,51,24,1,2017-03-23 00:00:00
A728527,1,Whiskey,51,14,1,2016-03-18 00:00:00
A734870,1,,51,13,25,2015-09-14 00:00:00
A725802,1,Toni,11,23,1,2005-05-03 00:00:00
A734585,1,Fish,51,23,1,2016-07-13 00:00:00
A722327,1,,51,23,1,2015-03-14 00:00:00
A710990,1,,51,3,1,2015-05-31 00:00:00
A729217,1,*Butterfly,51,3,1,2016-05-14 00:00:00
A727192,1,*Pudding,51,6,25,2016-04-04 00:00:00
A705790,1,,51,42,1,2015-05-21 00:00:00
A754071,1,*Calypso,51,8,1,2017-05-15 00:00:00
A749186,1,,51,24,1,2017-05-11 00:00:00
A754077,1,,51,24,1,2017-02-28 00:00:00
A735184,1,*Mia,51,3,1,2016-08-20 00:00:00
A717312,1,,48,7,1,2015-09-23 00:00:00
A713473,1,,51,42,1,2010-10-07 00:00:00
A734131,1,,51,42,1,2016-08-10 00:00:00
A728400,1,Po'Po Ki,51,23,1,2016-04-27 00:00:00
A720574,1,Mimi,51,3,1,2006-02-12 00:00:00
A727190,1,Marshmallow,51,22,25,2016-04-04 00:00:00
A761788,1,,51,3,1,2017-07-09 00:00:00
A705370,1,,51,24,1,2015-05-25 00:00:00
A749306,1,,51,42,25,2017-04-28 00:00:00
A715003,1,Marley,51,23,25,2013-10-29 00:00:00
A718342,1,,51,6,25,2015-10-13 00:00:00
A727125,1,*Blizzard,51,25,23,2016-04-18 00:00:00
A745623,1,,51,13,25,2015-03-21 00:00:00
A762551,1,Felicity,16,42,1,2006-11-22 00:00:00
A712979,1,,51,27,1,2015-09-22 00:00:00
A704628,1,*Joey,20,27,25,2015-05-07 00:00:00
A707960,1,,51,13,25,2015-07-05 00:00:00
A704925,1,,51,13,25,2013-06-10 00:00:00
A726468,1,*Silver,51,27,1,2016-04-11 00:00:00
A723713,1,,51,42,1,2016-04-04 00:00:00
A759061,1,,51,23,1,2017-08-29 00:00:00
A731695,1,,51,14,1,2016-07-14 00:00:00
A720436,1,Stripes,51,3,1,2015-08-09 00:00:00
A707862,1,,20,27,25,2015-07-12 00:00:00
A707491,1,,51,24,1,2015-04-28 00:00:00
A717226,1,Brat,51,3,1,1998-12-04 00:00:00
A741622,1,*Louisa,51,3,1,2016-01-05 00:00:00
A706039,1,Toad,11,3,1,2006-06-24 00:00:00
A711368,1,,51,27,25,2015-08-21 00:00:00
A741590,1,,51,42,1,2015-01-04 00:00:00
A732498,1,Polly,51,3,1,2016-04-08 00:00:00
A707060,1,,51,27,1,2015-05-07 00:00:00
A757280,1,,51,27,25,2017-07-26 00:00:00
A725753,1,,51,13,25,2015-05-02 00:00:00
A731510,1,*Quinn,51,30,25,2016-05-31 00:00:00
A762744,1,,20,42,1,2017-05-26 00:00:00
A732372,1,*Glenda,20,27,25,2015-08-06 00:00:00
A621652,1,Fred,51,13,25,2011-03-10 00:00:00
A759609,1,Wheezy,51,3,1,2014-04-04 00:00:00
A729857,1,,51,3,1,2016-05-17 00:00:00
A703515,1,*Bueford,51,25,23,2015-03-25 00:00:00
A740199,1,*Star,51,27,1,2016-09-12 00:00:00
A753537,1,*Tobie,51,13,25,2017-06-14 00:00:00
A760437,1,Meme,51,3,1,2016-10-18 00:00:00
A724266,1,Lady,51,22,25,2014-04-14 00:00:00
A740819,1,*Freda,51,25,1,2016-04-23 00:00:00
A706099,1,,51,27,25,2015-06-09 00:00:00
A713030,1,*Wanda,51,27,1,2015-08-10 00:00:00
A752971,1,*Julia,51,27,1,2017-05-04 00:00:00
A715820,1,*Pru,51,3,1,2015-08-10 00:00:00
A733432,1,*Cashew,51,14,1,2016-07-16 00:00:00
A747202,1,,51,27,1,2017-04-13 00:00:00
A714253,1,,51,27,25,2015-10-07 00:00:00
A752899,1,*Lorraine,51,25,14,2017-04-28 00:00:00
A751399,1,,51,23,1,2017-06-07 00:00:00
A724757,1,,51,30,25,2016-04-06 00:00:00
A705698,1,,51,13,25,2015-06-05 00:00:00
A734356,1,Eva Clare,51,23,1,2016-08-14 00:00:00
A755821,1,Charlie,11,14,1,2009-08-11 00:00:00
A703601,1,*Hope,20,42,1,2015-04-27 00:00:00
A543040,1,Perseus,11,13,25,2009-03-22 00:00:00
A704864,1,*Artie,11,27,1,2015-05-02 00:00:00
A725172,1,,51,23,1,2015-04-26 00:00:00
A755531,1,*Sunshine,51,42,1,2017-07-20 00:00:00
A751567,1,Beans,51,42,1,2017-02-22 00:00:00
A739129,1,,51,42,1,2011-11-28 00:00:00
A702820,1,,51,6,25,2015-05-10 00:00:00
A730866,1,Alice,51,25,27,2014-07-12 00:00:00
A744853,1,,51,25,40,2015-03-08 00:00:00
A709167,1,,51,42,1,2015-07-17 00:00:00
A705765,1,*Sonny,51,24,1,2015-05-24 00:00:00
A717126,1,*Omar,51,27,1,2002-12-03 00:00:00
A747778,1,,51,42,1,2017-04-17 00:00:00
A728589,1,*Amadeus,51,25,27,2016-04-21 00:00:00
A707868,1,,51,27,1,2015-07-04 00:00:00
A736803,1,,20,3,1,2016-10-03 00:00:00
A712032,1,,51,27,1,2015-07-15 00:00:00
A717196,1,,51,3,1,2015-05-03 00:00:00
A713082,1,,51,27,1,2015-09-10 00:00:00
A712635,1,*Jewel,51,14,1,2013-09-26 00:00:00
A699470,1,Baby Cat,51,27,25,2013-03-27 00:00:00
A706963,1,,51,42,1,2015-02-06 00:00:00
A717148,1,,51,27,1,2013-12-03 00:00:00
A727119,1,*Victoria,51,42,1,2016-04-15 00:00:00
A745675,1,Prty B Floyd,51,42,1,2016-10-22 00:00:00
A762249,1,,20,3,1,2017-03-16 00:00:00
A737522,1,,51,3,1,2016-10-30 00:00:00
A755560,1,,51,3,1,2014-08-05 00:00:00
A747064,1,Zuzu,51,27,25,2014-04-13 00:00:00
A704349,1,*Pico,51,3,1,2015-04-03 00:00:00
A701423,1,*Creamsicle,51,35,25,2013-04-29 00:00:00
A707537,1,*Olive,51,3,1,2015-04-14 00:00:00
A760987,1,,31,27,25,2015-10-27 00:00:00
A759563,1,,51,22,25,2017-08-27 00:00:00
A703748,1,,51,23,25,2012-05-28 00:00:00
A720883,1,Nitty,51,13,25,2015-07-04 00:00:00
A756234,1,,51,27,25,2017-06-16 00:00:00
A738671,1,Kylie,51,3,1,2016-04-07 00:00:00
A716795,1,,51,22,29,2015-09-25 00:00:00
A725583,1,,51,3,1,2016-04-20 00:00:00
A720217,1,,51,27,25,2013-02-04 00:00:00
A707677,1,,51,27,1,2015-07-13 00:00:00
A726776,1,Caroline,51,42,1,2014-05-14 00:00:00
A756668,1,,51,3,1,2017-04-23 00:00:00
A728121,1,*Alicewaters,51,3,1,2016-05-01 00:00:00
A749400,1,*Pepper,51,23,1,2017-05-13 00:00:00
A719441,1,,11,27,1,2013-01-20 00:00:00
A742209,1,*Jay,51,14,1,2014-01-17 00:00:00
A746807,1,,20,3,1,2017-01-09 00:00:00
A740621,1,*Handsome,51,14,1,2015-12-20 00:00:00
A747711,1,*Pantera,51,27,1,2015-04-23 00:00:00
A757284,1,*Stewie,51,23,1,2017-06-27 00:00:00
A712327,1,Luna,51,27,25,2015-07-21 00:00:00
A725813,1,,51,3,1,2016-04-11 00:00:00
A757532,1,Gustavo,48,24,23,2012-09-03 00:00:00
A750382,1,Barrington,51,14,1,2017-04-11 00:00:00
A711593,1,*Ryland,51,14,1,2015-08-09 00:00:00
A687026,1,Cindy Lou,24,34,1,2006-08-30 00:00:00
A734195,1,*Sonia,51,23,25,2013-09-08 00:00:00
A705496,1,,51,25,23,2015-06-11 00:00:00
A477746,1,Sadie,51,42,1,2006-11-05 00:00:00
A743286,1,Princess,51,3,25,2016-02-07 00:00:00
A715368,1,*Viola,51,3,1,2013-11-04 00:00:00
A735475,1,*Lollipop,51,13,25,2015-09-24 00:00:00
A741501,1,*Felix,11,27,25,2016-10-19 00:00:00
A719590,1,*Agnes,51,3,1,2015-12-16 00:00:00
A747505,1,Smokey,51,23,1,2017-03-31 00:00:00
A723877,1,,51,3,1,2015-04-08 00:00:00
A746582,1,Lil Moe,51,27,25,2015-04-05 00:00:00
A731372,1,,51,3,1,2016-07-14 00:00:00
A717974,1,*Tinsel,51,27,1,2015-11-12 00:00:00
A739096,1,,20,27,1,2016-11-25 00:00:00
A722182,1,Calli,51,3,1,2013-03-12 00:00:00
A745990,1,Faith,51,27,1,2016-09-28 00:00:00
A753628,1,*Lily,51,27,1,2017-06-17 00:00:00
A728738,1,*Max,51,42,1,2016-05-07 00:00:00
A726043,1,Anise,51,3,1,2016-04-20 00:00:00
A749600,1,Kitty,51,23,1,2017-05-17 00:00:00
A744415,1,Wella,51,3,1,2016-02-28 00:00:00
A741423,1,,51,40,1,2015-01-02 00:00:00
A709486,1,*George,51,14,1,2015-04-09 00:00:00
A727476,1,,51,3,1,2016-05-16 00:00:00
A742101,1,,11,40,25,2016-01-14 00:00:00
A749768,1,,48,14,1,2017-04-27 00:00:00
A731625,1,*Hudson,51,27,1,2016-06-20 00:00:00
A754102,1,*Lena,51,3,27,2015-07-15 00:00:00
A733090,1,,51,6,25,2016-08-02 00:00:00
A739458,1,,51,22,25,2015-12-03 00:00:00
A725294,1,,51,25,1,2016-04-17 00:00:00
A716051,1,Cordyline,20,24,1,2015-08-29 00:00:00
A727136,1,*Highway,51,3,1,2016-04-03 00:00:00
A747632,1,,51,42,1,2017-04-20 00:00:00
A744655,1,Elsa,48,31,25,2014-03-05 00:00:00
A713451,1,*Dolly,20,25,27,2015-09-06 00:00:00
A700744,1,*Ashley,51,42,1,2014-04-18 00:00:00
A733654,1,*Charity,51,3,1,2016-01-25 00:00:00
A728627,1,Z,51,27,25,2016-05-08 00:00:00
A750625,1,,51,42,1,2017-04-03 00:00:00
A740053,1,*Oscar,51,24,1,2015-12-10 00:00:00
A756751,1,Lulu Bell,51,25,1,1999-08-24 00:00:00
A710834,1,Sugar,48,7,1,2015-06-28 00:00:00
A741929,1,Curie,51,42,1,2016-10-11 00:00:00
A749321,1,,51,22,25,2016-09-13 00:00:00
A717012,1,,51,27,25,2015-03-30 00:00:00
A715114,1,Isabel,51,3,1,2008-10-31 00:00:00
A715382,1,,20,6,25,2008-11-04 00:00:00
A729442,1,,51,14,1,2016-06-03 00:00:00
A751104,1,,51,25,42,2017-03-21 00:00:00
A725290,1,,51,14,1,2016-04-12 00:00:00
A749546,1,,51,35,25,2017-04-24 00:00:00
A729047,1,,51,27,1,2016-05-12 00:00:00
A686160,1,Mr. Meowgi,20,27,25,2014-06-02 00:00:00
A718172,1,Orion,51,23,1,2015-10-08 00:00:00
A754667,1,*Mooshoo,51,42,1,2017-06-16 00:00:00
A746626,1,,51,13,25,2016-04-05 00:00:00
A730591,1,,51,35,25,2016-04-07 00:00:00
A668882,1,Jethro,51,25,1,2011-12-11 00:00:00
A762341,1,,14,25,16,2016-11-18 00:00:00
A713195,1,*Saya,51,3,1,2015-09-11 00:00:00
A643424,1,Patches,51,27,25,2009-12-09 00:00:00
A747267,1,Bob,51,42,1,2017-03-17 00:00:00
A716953,1,Cookie,51,27,25,2015-08-29 00:00:00
A726282,1,*Nelly,51,27,1,2014-05-09 00:00:00
A730900,1,,51,23,25,2016-04-27 00:00:00
A749696,1,*Hugo,51,27,25,2017-04-22 00:00:00
A733032,1,*Dragonfly,51,25,14,2013-08-16 00:00:00
A672845,1,Bj,16,42,1,2000-02-17 00:00:00
A741281,1,Taz,20,13,24,2016-10-30 00:00:00
A738408,1,,51,27,1,2011-11-14 00:00:00
A721988,1,Patches,51,13,25,2015-04-08 00:00:00
A751331,1,*Granite,20,27,1,2017-04-21 00:00:00
A745899,1,Ernie,51,23,1,2014-03-26 00:00:00
A757209,1,,51,13,25,2017-06-16 00:00:00
A729957,1,,51,27,25,2016-04-26 00:00:00
A709262,1,*Peter,48,7,1,2015-07-06 00:00:00
A732230,1,*Emma,51,3,1,2015-08-04 00:00:00
A734548,1,*Puddin Pop,51,42,1,2016-06-16 00:00:00
A757055,1,,51,27,1,2017-08-14 00:00:00
A733030,1,Butterfly,51,25,14,2013-08-16 00:00:00
A705977,1,*Cody,51,27,1,2015-05-30 00:00:00
A736824,1,*Scruffy,51,13,25,2006-10-29 00:00:00
A736163,1,,20,13,25,2016-08-05 00:00:00
A755438,1,,51,22,25,2017-03-19 00:00:00
A721514,1,Thelonious,51,23,1,2015-02-28 00:00:00
A709069,1,Leo,51,27,25,2015-03-04 00:00:00
A755377,1,,51,25,1,2017-07-19 00:00:00
A717556,1,,51,42,1,2011-12-10 00:00:00
A709088,1,Jerry,51,6,25,2015-03-04 00:00:00
A704769,1,Sky,51,3,1,2014-06-08 00:00:00
A725961,1,*Bernard,51,42,1,2016-03-20 00:00:00
A756289,1,*Jareth,51,42,1,2017-06-17 00:00:00
A745152,1,Cinco,51,42,1,2014-03-13 00:00:00
A705660,1,*Diego,51,27,1,2015-05-11 00:00:00
A724492,1,*Harvey,51,23,25,2014-04-18 00:00:00
A734440,1,,51,13,25,2016-07-30 00:00:00
A733167,1,,51,22,25,2016-07-27 00:00:00
A726252,1,*Zimbo,51,42,1,2016-04-12 00:00:00
A748573,1,,20,27,1,2015-05-03 00:00:00
A735436,1,*Isla,51,42,1,2016-03-23 00:00:00
A734461,1,Baghera,20,27,1,2016-06-06 00:00:00
A704062,1,Stella,51,3,1,2013-06-01 00:00:00
A735998,1,,20,42,1,2016-09-26 00:00:00
A722212,1,*Maxwell,48,7,1,2010-03-12 00:00:00
A705773,1,*Martha,51,25,42,2015-05-21 00:00:00
A723442,1,,51,27,1,2016-03-31 00:00:00
A698313,1,Blackie,51,27,1,2013-03-09 00:00:00
A711454,1,,20,22,25,2015-07-31 00:00:00
A700809,1,,51,13,25,2015-02-02 00:00:00
A754470,1,,51,25,16,2016-07-21 00:00:00
A729900,1,*Charles,11,35,25,2013-06-25 00:00:00
A703585,1,*Willow,65,20,1,2015-04-27 00:00:00
A737370,1,Pumpkin,51,14,1,2016-08-19 00:00:00
A728140,1,*Frankie,51,27,25,2016-04-16 00:00:00
A741500,1,*Fergus,51,27,25,2016-10-19 00:00:00
A721237,1,*Bedelia,51,23,1,2016-02-16 00:00:00
A747683,1,,51,27,1,2012-04-25 00:00:00
A707061,1,,51,25,42,2015-06-07 00:00:00
A711044,1,,51,3,1,2013-09-01 00:00:00
A761256,1,,31,3,1,2016-11-01 00:00:00
A763056,1,,20,14,1,2017-06-17 00:00:00
A733306,1,,51,40,1,2016-07-20 00:00:00
A702308,1,,48,20,1,2014-05-12 00:00:00
